station_abbr;tre200h0;tre200hn;tre200hx;tre005h0;tre005hn;ure200h0;pva200h0;tde200h0;prestah0;pp0qffh0;pp0qnhh0;ppz700h0;ppz850h0;fkl010h1;dkl010h0;fkl010h0;fu3010h0;fu3010h1;fkl010h3;fu3010h3;wcc006h0;fve010h0;rre150h0;htoauths;gre000h0;oli000h0;olo000h0;osr000h0;ods000h0;sre000h0;erefaoh0;timestamp;year;month;month_str
MAH;18.3;17.9;18.6;;;58.3;12.2;10.0;970.9;1021.3;1022.6;;;6.3;31;4.0;14.4;22.7;6.2;22.3;;;0.0;;805;;;;144;60;0.479;2025-09-06 12:00:00;2025;9;September
MAH;18.9;18.6;19.3;;;55.5;12.1;9.8;970.4;1020.7;1022.1;;;5.7;33;3.8;13.7;20.5;5.5;19.8;;;0.0;;729;;;;167;60;0.451;2025-09-06 13:00:00;2025;9;September
MAH;19.7;19.3;20.1;;;50.8;11.7;9.3;970.0;1020.1;1021.7;;;5.0;36;3.3;11.9;18.0;4.9;17.6;;;0.0;;646;;;;167;60;0.419;2025-09-06 14:00:00;2025;9;September
MAH;20.2;19.9;20.5;;;47.7;11.3;8.8;969.5;1019.5;1021.2;;;4.9;33;3.4;12.2;17.6;4.7;16.9;;;0.0;;540;;;;160;60;0.366;2025-09-06 15:00:00;2025;9;September
MAH;20.2;20.0;20.5;;;50.0;11.8;9.4;969.3;1019.3;1021.0;;;5.4;24;3.6;13.0;19.4;5.3;19.1;;;0.0;;361;;;;166;59;0.267;2025-09-06 16:00:00;2025;9;September
MAH;19.8;19.6;20.0;;;54.9;12.7;10.5;969.1;1019.2;1020.8;;;4.7;42;3.1;11.2;16.9;4.6;16.6;;;0.0;;231;;;;93;60;0.167;2025-09-06 17:00:00;2025;9;September
MAH;18.0;16.6;19.3;;;65.9;13.6;11.5;969.1;1019.5;1020.7;;;3.6;18;1.8;6.5;13.0;3.5;12.6;;;0.0;;49;;;;30;21;0.026;2025-09-06 18:00:00;2025;9;September
MAH;15.4;14.7;16.0;;;81.6;14.2;12.2;969.3;1020.2;1021.0;;;2.3;278;1.1;4.0;8.3;2.2;7.9;;;0.0;;4;;;;3;0;0.003;2025-09-06 19:00:00;2025;9;September
MAH;13.7;13.3;14.1;;;88.8;13.9;11.9;969.4;1020.7;1021.1;;;1.3;225;0.6;2.2;4.7;1.2;4.3;;;0.0;;3;;;;2;0;-0.004;2025-09-06 20:00:00;2025;9;September
MAH;12.9;12.6;13.5;;;90.5;13.4;11.4;969.4;1020.8;1021.1;;;2.0;209;1.3;4.7;7.2;1.9;6.8;;;0.0;;3;;;;1;0;-0.001;2025-09-06 21:00:00;2025;9;September
MAH;11.6;11.2;12.1;;;95.4;13.0;10.9;969.4;1021.1;1021.1;;;2.1;222;1.3;4.7;7.6;2.0;7.2;;;0.0;;3;;;;2;0;-0.004;2025-09-06 22:00:00;2025;9;September
MAH;11.0;10.8;11.2;;;97.6;12.8;10.6;969.3;1021.0;1021.0;;;1.3;219;0.7;2.5;4.7;1.3;4.7;;;0.0;;2;;;;1;0;-0.006;2025-09-06 23:00:00;2025;9;September
MAH;10.7;10.4;10.9;;;98.3;12.6;10.4;969.2;1021.1;1020.9;;;1.7;229;1.1;4.0;6.1;1.6;5.8;;;0.0;;3;;;;1;0;-0.005;2025-09-07 00:00:00;2025;9;September
MAH;9.6;9.0;10.4;;;98.7;11.8;9.4;969.3;1021.3;1021.0;;;1.7;256;0.6;2.2;6.1;1.7;6.1;;;0.0;;3;;;;2;0;-0.006;2025-09-07 01:00:00;2025;9;September
MAH;9.6;9.4;9.7;;;99.2;11.9;9.5;969.2;1021.2;1020.8;;;1.2;231;0.7;2.5;4.3;1.1;4.0;;;0.0;;2;;;;1;0;-0.007;2025-09-07 02:00:00;2025;9;September
MAH;8.3;7.9;8.8;;;99.2;10.8;8.2;969.0;1021.3;1020.6;;;1.5;333;1.0;3.6;5.4;1.5;5.4;;;0.0;;3;;;;2;0;-0.006;2025-09-07 03:00:00;2025;9;September
MAH;7.7;7.2;8.3;;;99.2;10.5;7.6;968.7;1021.0;1020.3;;;1.4;270;0.7;2.5;5.0;1.4;5.0;;;0.0;;3;;;;1;0;-0.006;2025-09-07 04:00:00;2025;9;September
MAH;7.3;6.9;7.8;;;99.2;10.2;7.2;968.7;1021.1;1020.3;;;1.1;180;0.6;2.2;4.0;1.1;4.0;;;0.0;;2;;;;1;0;-0.007;2025-09-07 05:00:00;2025;9;September
MAH;7.5;7.1;8.2;;;99.2;10.3;7.4;968.8;1021.3;1020.4;;;1.3;225;0.6;2.2;4.7;1.3;4.7;;;0.0;;45;;;;32;9;0.007;2025-09-07 06:00:00;2025;9;September
MAH;10.7;9.0;12.0;;;99.2;12.8;10.6;969.0;1020.7;1020.6;;;1.5;194;0.7;2.5;5.4;1.5;5.4;;;0.0;;229;;;;87;50;0.088;2025-09-07 07:00:00;2025;9;September
MAH;13.4;12.6;14.0;;;99.2;15.2;13.3;969.1;1020.3;1020.7;;;3.9;32;1.5;5.4;14.0;3.7;13.3;;;0.0;;298;;;;206;19;0.141;2025-09-07 08:00:00;2025;9;September
MAH;15.3;14.1;16.3;;;92.5;16.1;14.1;968.9;1019.8;1020.5;;;3.6;33;1.8;6.5;13.0;3.3;11.9;;;0.0;;513;;;;177;43;0.263;2025-09-07 09:00:00;2025;9;September
MAH;17.8;16.8;19.2;;;78.6;16.0;14.1;968.3;1018.7;1019.9;;;3.0;39;1.5;5.4;10.8;2.9;10.4;;;0.0;;688;;;;93;60;0.393;2025-09-07 10:00:00;2025;9;September
MAH;20.0;19.2;21.1;;;65.9;15.4;13.4;967.7;1017.7;1019.3;;;2.7;45;1.1;4.0;9.7;2.6;9.4;;;0.0;;778;;;;102;60;0.481;2025-09-07 11:00:00;2025;9;September
MAH;21.8;21.2;22.3;;;58.8;15.4;13.4;967.0;1016.6;1018.6;;;3.6;51;1.2;4.3;13.0;3.5;12.6;;;0.0;;814;;;;97;60;0.526;2025-09-07 12:00:00;2025;9;September
MAH;23.0;22.6;23.5;;;58.8;16.5;14.5;966.3;1015.7;1017.8;;;3.6;56;1.7;6.1;13.0;3.5;12.6;;;0.0;;786;;;;100;60;0.52;2025-09-07 13:00:00;2025;9;September
MAH;23.9;23.5;24.4;;;56.4;16.7;14.7;965.7;1014.8;1017.2;;;3.6;58;1.7;6.1;13.0;3.5;12.6;;;0.0;;676;;;;99;60;0.455;2025-09-07 14:00:00;2025;9;September
MAH;24.5;24.4;24.7;;;55.5;17.1;15.0;965.1;1014.1;1016.6;;;4.1;63;1.9;6.8;14.8;4.0;14.4;;;0.0;;552;;;;82;60;0.379;2025-09-07 15:00:00;2025;9;September
MAH;24.6;24.4;24.8;;;55.8;17.2;15.2;964.8;1013.8;1016.3;;;3.1;45;1.9;6.8;11.2;3.0;10.8;;;0.0;;384;;;;68;60;0.267;2025-09-07 16:00:00;2025;9;September
MAH;23.5;22.9;24.1;;;61.5;17.8;15.7;964.7;1013.9;1016.2;;;3.7;43;2.5;9.0;13.3;3.6;13.0;;;0.0;;213;;;;58;60;0.156;2025-09-07 17:00:00;2025;9;September
MAH;20.8;19.7;22.0;;;73.9;18.1;15.9;965.0;1014.7;1016.5;;;2.8;29;2.0;7.2;10.1;2.7;9.7;;;0.0;;30;;;;22;6;0.037;2025-09-07 18:00:00;2025;9;September
MAH;18.4;17.6;19.2;;;86.0;18.2;16.0;965.6;1015.8;1017.1;;;2.2;320;1.0;3.6;7.9;2.2;7.9;;;0.0;;4;;;;3;0;0.001;2025-09-07 19:00:00;2025;9;September
MAH;16.9;16.4;17.5;;;93.3;17.9;15.8;966.2;1016.7;1017.7;;;1.4;225;0.6;2.2;5.0;1.3;4.7;;;0.0;;3;;;;2;0;-0.005;2025-09-07 20:00:00;2025;9;September
MAH;16.3;16.1;16.4;;;95.6;17.7;15.6;966.4;1017.0;1017.9;;;2.8;210;1.7;6.1;10.1;2.7;9.7;;;0.0;;2;;;;1;0;-0.003;2025-09-07 21:00:00;2025;9;September
MAH;15.6;15.4;16.1;;;96.2;17.1;15.0;966.7;1017.4;1018.2;;;2.8;219;1.5;5.4;10.1;2.7;9.7;;;0.0;;3;;;;2;0;-0.003;2025-09-07 22:00:00;2025;9;September
MAH;14.8;14.1;15.5;;;97.4;16.4;14.4;966.9;1017.8;1018.5;;;2.6;229;1.2;4.3;9.4;2.5;9.0;;;0.0;;3;;;;2;0;-0.005;2025-09-07 23:00:00;2025;9;September
MAH;14.5;14.0;15.2;;;97.3;16.1;14.1;967.0;1017.9;1018.6;;;3.5;223;1.9;6.8;12.6;3.4;12.2;;;0.0;;2;;;;1;0;-0.004;2025-09-08 00:00:00;2025;9;September
MAH;13.7;12.9;14.3;;;97.5;15.3;13.4;966.9;1018.0;1018.5;;;2.3;225;1.0;3.6;8.3;2.2;7.9;;;0.0;;3;;;;2;0;-0.005;2025-09-08 01:00:00;2025;9;September
MAH;13.5;13.0;13.8;;;99.2;15.3;13.4;966.7;1017.8;1018.2;;;2.8;204;1.2;4.3;10.1;2.7;9.7;;;0.0;;2;;;;1;0;-0.006;2025-09-08 02:00:00;2025;9;September
MAH;13.4;13.1;13.8;;;99.1;15.2;13.3;966.5;1017.7;1018.0;;;2.3;236;0.9;3.2;8.3;2.1;7.6;;;0.0;;2;;;;1;0;-0.007;2025-09-08 03:00:00;2025;9;September
MAH;13.4;13.3;13.4;;;99.2;15.2;13.3;966.3;1017.4;1017.8;;;2.3;63;1.2;4.3;8.3;2.2;7.9;;;0.0;;2;;;;1;0;-0.006;2025-09-08 04:00:00;2025;9;September
MAH;13.8;13.4;14.1;;;99.2;15.6;13.7;966.2;1017.2;1017.7;;;2.8;270;1.2;4.3;10.1;2.7;9.7;;;0.0;;2;;;;1;0;-0.006;2025-09-08 05:00:00;2025;9;September
MAH;14.6;14.1;15.3;;;99.1;16.5;14.5;966.5;1017.4;1018.0;;;2.8;90;1.2;4.3;10.1;2.8;10.1;;;0.0;;11;;;;10;0;0.015;2025-09-08 06:00:00;2025;9;September
MAH;15.4;15.1;15.8;;;98.1;17.1;15.1;966.3;1017.1;1017.8;;;2.9;342;1.2;4.3;10.4;2.8;10.1;;;0.0;;43;;;;42;0;0.033;2025-09-08 07:00:00;2025;9;September
MAH;16.6;16.0;17.3;;;95.7;18.0;15.9;966.4;1017.0;1017.9;;;2.8;214;1.3;4.7;10.1;2.7;9.7;;;0.0;;124;;;;121;0;0.077;2025-09-08 08:00:00;2025;9;September
MAH;18.5;17.7;19.3;;;88.1;18.7;16.5;966.5;1016.7;1018.0;;;2.8;172;1.0;3.6;10.1;2.7;9.7;;;0.0;;221;;;;201;1;0.142;2025-09-08 09:00:00;2025;9;September
MAH;20.1;19.7;20.4;;;83.9;19.7;17.3;966.5;1016.4;1018.0;;;3.9;210;1.7;6.1;14.0;3.9;14.0;;;0.0;;166;;;;164;0;0.125;2025-09-08 10:00:00;2025;9;September
MAH;19.4;18.8;20.2;;;86.1;19.4;17.0;966.8;1016.8;1018.3;;;6.4;187;4.1;14.8;23.0;6.1;22.0;;;1.0;;129;;;;125;0;0.109;2025-09-08 11:00:00;2025;9;September
MAH;19.4;19.1;19.5;;;90.0;20.3;17.7;966.9;1016.9;1018.5;;;5.7;178;3.1;11.2;20.5;5.6;20.2;;;0.0;;189;;;;186;0;0.131;2025-09-08 12:00:00;2025;9;September
MAH;19.4;19.1;19.5;;;86.6;19.4;17.1;967.0;1017.0;1018.6;;;4.1;216;2.3;8.3;14.8;4.0;14.4;;;0.0;;128;;;;126;0;0.103;2025-09-08 13:00:00;2025;9;September
MAH;19.4;19.3;19.5;;;86.1;19.4;17.0;966.8;1016.8;1018.3;;;3.4;187;1.8;6.5;12.2;3.3;11.9;;;0.0;;119;;;;116;0;0.096;2025-09-08 14:00:00;2025;9;September
MAH;19.9;19.6;20.1;;;82.1;19.0;16.7;966.5;1016.4;1018.0;;;2.0;45;0.8;2.9;7.2;1.9;6.8;;;0.0;;112;;;;109;0;0.089;2025-09-08 15:00:00;2025;9;September
MAH;20.0;19.9;20.0;;;84.7;19.7;17.3;966.0;1015.9;1017.5;;;3.5;51;2.2;7.9;12.6;3.3;11.9;;;0.0;;189;;;;178;0;0.126;2025-09-08 16:00:00;2025;9;September
MAH;19.7;19.5;19.9;;;85.6;19.7;17.2;965.7;1015.6;1017.2;;;2.8;31;1.4;5.0;10.1;2.7;9.7;;;0.0;;70;;;;68;0;0.056;2025-09-08 17:00:00;2025;9;September
MAH;19.3;18.8;19.7;;;89.8;20.1;17.6;965.6;1015.6;1017.1;;;2.0;23;1.0;3.6;7.2;1.9;6.8;;;0.0;;27;;;;25;0;0.01;2025-09-08 18:00:00;2025;9;September
MAH;18.3;18.1;18.6;;;95.6;20.1;17.6;965.5;1015.7;1017.0;;;2.1;27;1.3;4.7;7.6;2.1;7.6;;;0.0;;3;;;;2;0;-0.003;2025-09-08 19:00:00;2025;9;September
MAH;17.4;16.9;18.1;;;97.9;19.4;17.0;965.4;1015.7;1016.9;;;1.5;117;0.9;3.2;5.4;1.5;5.4;;;0.0;;3;;;;2;0;-0.006;2025-09-08 20:00:00;2025;9;September
MAH;16.9;16.7;17.0;;;99.2;19.0;16.8;965.3;1015.7;1016.8;;;1.5;259;0.8;2.9;5.4;1.5;5.4;;;0.0;;2;;;;1;0;-0.007;2025-09-08 21:00:00;2025;9;September
MAH;16.8;16.5;17.0;;;99.2;18.9;16.7;964.8;1015.2;1016.3;;;1.7;153;0.8;2.9;6.1;1.6;5.8;;;0.0;;2;;;;1;0;-0.007;2025-09-08 22:00:00;2025;9;September
MAH;17.0;16.9;17.1;;;99.2;19.2;16.9;964.3;1014.6;1015.7;;;2.1;284;1.0;3.6;7.6;2.0;7.2;;;0.0;;2;;;;1;0;-0.006;2025-09-08 23:00:00;2025;9;September
MAH;16.9;16.8;17.1;;;99.2;19.1;16.8;963.8;1014.1;1015.2;;;1.9;160;1.2;4.3;6.8;1.9;6.8;;;0.0;;2;;;;1;0;-0.006;2025-09-09 00:00:00;2025;9;September
MAH;16.8;16.2;17.2;;;93.4;17.9;15.8;963.5;1013.9;1014.9;;;8.0;246;2.6;9.4;28.8;7.8;28.1;;;4.6;;5;;;;4;0;0.002;2025-09-09 01:00:00;2025;9;September
MAH;17.0;16.1;17.8;;;75.2;14.5;12.5;963.3;1013.6;1014.7;;;13.3;315;4.1;14.8;47.9;13.1;47.2;;;2.6;;2;;;;0;0;0.027;2025-09-09 02:00:00;2025;9;September
MAH;16.2;15.5;17.7;;;79.0;14.5;12.5;963.8;1014.3;1015.2;;;8.9;182;4.1;14.8;32.0;8.6;31.0;;;0.0;;2;;;;1;0;0.021;2025-09-09 03:00:00;2025;9;September
MAH;15.3;14.9;15.7;;;86.4;15.0;13.0;964.7;1015.4;1016.2;;;4.3;160;2.1;7.6;15.5;4.2;15.1;;;0.1;;3;;;;2;0;0.005;2025-09-09 04:00:00;2025;9;September
MAH;14.8;14.6;14.9;;;91.3;15.3;13.4;964.9;1015.7;1016.4;;;5.2;176;3.2;11.5;18.7;5.1;18.4;;;0.0;;2;;;;1;0;0.004;2025-09-09 05:00:00;2025;9;September
MAH;14.9;14.7;15.0;;;94.3;15.9;14.0;965.6;1016.4;1017.1;;;4.8;191;2.7;9.7;17.3;4.7;16.9;;;0.0;;15;;;;14;0;0.02;2025-09-09 06:00:00;2025;9;September
MAH;15.3;15.0;15.7;;;95.7;16.6;14.6;965.6;1016.4;1017.1;;;4.9;182;3.2;11.5;17.6;4.9;17.6;;;0.0;;81;;;;79;0;0.047;2025-09-09 07:00:00;2025;9;September
MAH;16.1;15.9;16.3;;;94.0;17.2;15.1;965.7;1016.3;1017.2;;;3.6;198;2.4;8.6;13.0;3.5;12.6;;;0.0;;136;;;;131;1;0.082;2025-09-09 08:00:00;2025;9;September
MAH;17.1;16.2;17.9;;;87.2;17.0;15.0;965.7;1016.1;1017.2;;;3.3;200;1.6;5.8;11.9;3.2;11.5;;;0.0;;426;;;;87;47;0.238;2025-09-09 09:00:00;2025;9;September
MAH;19.1;18.4;20.1;;;72.8;16.1;14.1;965.5;1015.5;1017.0;;;4.7;171;1.6;5.8;16.9;4.6;16.6;;;0.0;;699;;;;256;46;0.416;2025-09-09 10:00:00;2025;9;September
MAH;20.0;19.3;20.5;;;63.7;14.9;12.9;965.2;1015.0;1016.7;;;4.2;110;1.5;5.4;15.1;4.1;14.8;;;0.0;;546;;;;200;35;0.351;2025-09-09 11:00:00;2025;9;September
MAH;19.2;18.5;19.9;;;70.2;15.6;13.7;965.1;1015.1;1016.6;;;3.1;164;1.2;4.3;11.2;3.0;10.8;;;0.0;;292;;;;213;8;0.203;2025-09-09 12:00:00;2025;9;September
MAH;20.6;20.5;20.8;;;62.3;15.1;13.1;964.6;1014.3;1016.1;;;3.9;72;1.3;4.7;14.0;3.7;13.3;;;0.0;;582;;;;336;27;0.375;2025-09-09 13:00:00;2025;9;September
MAH;20.9;20.6;21.0;;;61.3;15.1;13.1;964.1;1013.8;1015.5;;;3.0;180;1.3;4.7;10.8;2.9;10.4;;;0.0;;446;;;;327;14;0.297;2025-09-09 14:00:00;2025;9;September
MAH;21.1;20.9;21.2;;;60.5;15.1;13.1;963.7;1013.3;1015.1;;;4.0;130;1.2;4.3;14.4;3.8;13.7;;;0.0;;315;;;;255;6;0.217;2025-09-09 15:00:00;2025;9;September
MAH;21.2;21.0;21.4;;;59.7;15.0;13.0;963.5;1013.0;1014.9;;;4.0;80;1.3;4.7;14.4;3.9;14.0;;;0.0;;267;;;;160;19;0.18;2025-09-09 16:00:00;2025;9;September
MAH;20.3;19.8;20.8;;;67.5;16.1;14.1;963.6;1013.3;1015.0;;;4.2;47;2.4;8.6;15.1;4.2;15.1;;;0.0;;111;;;;99;2;0.101;2025-09-09 17:00:00;2025;9;September
MAH;18.9;18.2;19.8;;;76.1;16.5;14.5;963.5;1013.5;1014.9;;;3.4;52;1.9;6.8;12.2;3.1;11.2;;;0.0;;37;;;;34;0;0.017;2025-09-09 18:00:00;2025;9;September
MAH;17.3;16.6;17.9;;;85.6;16.9;14.8;963.5;1013.7;1014.9;;;2.7;356;1.5;5.4;9.7;2.6;9.4;;;0.0;;4;;;;2;0;0.004;2025-09-09 19:00:00;2025;9;September
MAH;16.3;15.6;16.5;;;85.3;15.8;13.8;963.5;1014.0;1014.9;;;2.8;311;1.3;4.7;10.1;2.7;9.7;;;0.0;;3;;;;2;0;0.002;2025-09-09 20:00:00;2025;9;September
MAH;15.3;15.0;15.8;;;89.6;15.6;13.6;963.4;1014.0;1014.8;;;2.2;304;0.8;2.9;7.9;2.1;7.6;;;0.0;;3;;;;1;0;-0.003;2025-09-09 21:00:00;2025;9;September
MAH;15.7;15.3;16.0;;;87.9;15.7;13.7;963.3;1013.8;1014.7;;;2.8;323;1.2;4.3;10.1;2.7;9.7;;;0.0;;2;;;;1;0;0.0;2025-09-09 22:00:00;2025;9;September
MAH;15.1;14.4;15.8;;;89.4;15.3;13.4;962.9;1013.6;1014.3;;;2.2;146;0.7;2.5;7.9;2.1;7.6;;;0.0;;3;;;;2;0;-0.004;2025-09-09 23:00:00;2025;9;September
MAH;14.4;13.9;14.9;;;94.6;15.5;13.5;962.6;1013.3;1014.0;;;1.5;196;0.9;3.2;5.4;1.5;5.4;;;0.0;;2;;;;1;0;-0.005;2025-09-10 00:00:00;2025;9;September
MAH;13.6;13.1;14.0;;;96.4;15.0;13.1;962.5;1013.3;1013.9;;;1.8;214;1.1;4.0;6.5;1.7;6.1;;;0.0;;3;;;;1;0;-0.005;2025-09-10 01:00:00;2025;9;September
MAH;12.8;12.5;13.1;;;98.5;14.5;12.6;962.0;1013.0;1013.3;;;2.1;198;1.1;4.0;7.6;2.1;7.6;;;0.0;;3;;;;2;0;-0.006;2025-09-10 02:00:00;2025;9;September
MAH;12.0;11.6;12.4;;;99.1;13.8;11.8;961.5;1012.6;1012.8;;;2.2;225;1.0;3.6;7.9;2.0;7.2;;;0.0;;3;;;;1;0;-0.006;2025-09-10 03:00:00;2025;9;September
MAH;11.5;10.7;12.0;;;99.2;13.5;11.4;960.9;1012.2;1012.2;;;1.5;202;0.8;2.9;5.4;1.4;5.0;;;0.0;;3;;;;2;0;-0.006;2025-09-10 04:00:00;2025;9;September
MAH;11.0;10.5;11.4;;;99.2;13.0;10.9;960.8;1012.1;1012.1;;;1.7;216;0.9;3.2;6.1;1.7;6.1;;;0.0;;2;;;;1;0;-0.006;2025-09-10 05:00:00;2025;9;September
MAH;11.0;10.8;11.5;;;99.2;13.0;10.9;961.0;1012.2;1012.3;;;2.2;252;0.8;2.9;7.9;2.1;7.6;;;0.0;;22;;;;20;0;0.01;2025-09-10 06:00:00;2025;9;September
MAH;12.0;11.3;12.9;;;99.2;13.9;11.9;960.6;1011.7;1011.9;;;1.6;27;0.4;1.4;5.8;1.5;5.4;;;0.0;;127;;;;92;14;0.058;2025-09-10 07:00:00;2025;9;September
MAH;14.0;13.6;14.7;;;96.1;15.4;13.4;960.7;1011.4;1012.0;;;2.0;333;0.9;3.2;7.2;1.9;6.8;;;0.0;;218;;;;174;5;0.114;2025-09-10 08:00:00;2025;9;September
MAH;16.3;15.5;16.9;;;85.0;15.7;13.7;960.8;1011.1;1012.1;;;2.4;45;0.9;3.2;8.6;2.3;8.3;;;0.0;;291;;;;239;7;0.171;2025-09-10 09:00:00;2025;9;September
MAH;17.5;17.0;17.8;;;77.7;15.5;13.5;960.6;1010.6;1011.9;;;3.0;40;1.8;6.5;10.8;2.9;10.4;;;0.0;;337;;;;298;3;0.211;2025-09-10 10:00:00;2025;9;September
MAH;19.0;18.1;19.5;;;70.0;15.3;13.4;959.8;1009.6;1011.1;;;3.8;38;1.8;6.5;13.7;3.6;13.0;;;0.0;;649;;;;223;46;0.394;2025-09-10 11:00:00;2025;9;September
MAH;19.5;19.3;19.7;;;69.3;15.7;13.8;959.3;1008.9;1010.5;;;3.5;333;1.4;5.0;12.6;3.1;11.2;;;0.0;;391;;;;264;12;0.261;2025-09-10 12:00:00;2025;9;September
MAH;19.3;18.6;19.7;;;71.2;15.9;13.9;959.0;1008.6;1010.2;;;5.7;195;1.8;6.5;20.5;5.6;20.2;;;0.0;;241;;;;201;4;0.179;2025-09-10 13:00:00;2025;9;September
MAH;19.3;18.9;19.8;;;67.7;15.1;13.2;958.5;1008.2;1009.7;;;5.3;187;2.7;9.7;19.1;5.1;18.4;;;0.0;;473;;;;227;30;0.303;2025-09-10 14:00:00;2025;9;September
MAH;19.3;18.8;19.9;;;69.4;15.5;13.5;958.3;1007.9;1009.5;;;4.0;183;1.8;6.5;14.4;3.9;14.0;;;0.0;;167;;;;127;7;0.136;2025-09-10 15:00:00;2025;9;September
MAH;19.3;19.0;19.6;;;71.2;16.0;14.0;958.3;1007.9;1009.5;;;3.8;169;1.2;4.3;13.7;3.5;12.6;;;0.0;;268;;;;140;33;0.165;2025-09-10 16:00:00;2025;9;September
MAH;18.8;18.1;19.6;;;74.5;16.1;14.1;958.1;1007.8;1009.3;;;2.3;180;1.2;4.3;8.3;2.2;7.9;;;0.0;;108;;;;75;12;0.072;2025-09-10 17:00:00;2025;9;September
MAH;18.0;17.6;18.5;;;82.2;17.0;14.9;958.3;1008.2;1009.5;;;2.4;204;1.2;4.3;8.6;2.3;8.3;;;0.0;;36;;;;32;3;0.005;2025-09-10 18:00:00;2025;9;September
MAH;16.1;15.3;17.1;;;93.5;17.1;15.1;958.8;1009.0;1010.0;;;3.3;205;1.5;5.4;11.9;3.3;11.9;;;0.0;;4;;;;3;0;-0.002;2025-09-10 19:00:00;2025;9;September
MAH;15.0;14.5;15.2;;;95.2;16.2;14.2;959.2;1009.7;1010.4;;;4.3;192;2.6;9.4;15.5;4.2;15.1;;;0.0;;3;;;;1;0;-0.001;2025-09-10 20:00:00;2025;9;September
MAH;14.5;14.1;14.7;;;95.8;15.8;13.9;959.6;1010.1;1010.8;;;3.1;187;2.3;8.3;11.2;3.0;10.8;;;0.0;;2;;;;1;0;-0.002;2025-09-10 21:00:00;2025;9;September
MAH;14.8;14.6;14.9;;;96.1;16.1;14.2;959.7;1010.2;1010.9;;;3.0;193;2.3;8.3;10.8;2.9;10.4;;;0.0;;2;;;;1;0;-0.002;2025-09-10 22:00:00;2025;9;September
MAH;14.9;14.7;15.0;;;92.1;15.6;13.6;959.8;1010.3;1011.0;;;3.3;197;1.6;5.8;11.9;3.2;11.5;;;0.0;;2;;;;1;0;-0.001;2025-09-10 23:00:00;2025;9;September
MAH;14.9;14.7;15.1;;;90.4;15.3;13.3;960.2;1010.8;1011.5;;;3.4;222;1.9;6.8;12.2;3.2;11.5;;;0.6;;3;;;;2;0;0.001;2025-09-11 00:00:00;2025;9;September
MAH;15.1;14.9;15.3;;;93.2;16.0;14.0;960.5;1011.0;1011.8;;;3.8;194;2.2;7.9;13.7;3.6;13.0;;;0.2;;1;;;;0;0;0.0;2025-09-11 01:00:00;2025;9;September
MAH;15.2;15.1;15.4;;;91.8;15.9;13.9;960.6;1011.1;1011.9;;;4.0;222;1.6;5.8;14.4;3.9;14.0;;;0.0;;2;;;;1;0;-0.001;2025-09-11 02:00:00;2025;9;September
MAH;15.5;15.1;16.1;;;87.2;15.3;13.4;960.8;1011.2;1012.1;;;5.2;223;2.3;8.3;18.7;4.9;17.6;;;0.0;;2;;;;1;0;0.005;2025-09-11 03:00:00;2025;9;September
MAH;15.7;14.9;16.1;;;81.4;14.5;12.5;960.9;1011.3;1012.2;;;6.6;212;3.9;14.0;23.8;6.5;23.4;;;0.0;;2;;;;1;0;0.017;2025-09-11 04:00:00;2025;9;September
MAH;15.5;15.2;15.8;;;77.7;13.7;11.6;961.6;1012.1;1012.9;;;11.3;236;4.6;16.6;40.7;10.6;38.2;;;0.0;;3;;;;2;0;0.024;2025-09-11 05:00:00;2025;9;September
MAH;14.9;14.7;15.0;;;68.5;11.6;9.1;962.3;1012.9;1013.7;;;12.3;247;5.9;21.2;44.3;12.0;43.2;;;0.0;;19;;;;18;0;0.089;2025-09-11 06:00:00;2025;9;September
MAH;15.2;14.9;15.5;;;64.6;11.2;8.6;963.0;1013.6;1014.4;;;10.9;227;5.7;20.5;39.2;10.5;37.8;;;0.0;;101;;;;93;1;0.128;2025-09-11 07:00:00;2025;9;September
MAH;16.3;15.5;17.5;;;59.0;10.9;8.3;963.8;1014.3;1015.2;;;11.9;225;5.6;20.2;42.8;11.2;40.3;;;0.0;;301;;;;184;20;0.222;2025-09-11 08:00:00;2025;9;September
MAH;17.7;17.3;17.8;;;56.2;11.4;8.9;964.3;1014.5;1015.7;;;10.3;234;5.8;20.9;37.1;10.1;36.4;;;0.0;;484;;;;253;31;0.324;2025-09-11 09:00:00;2025;9;September
MAH;17.7;17.4;17.9;;;58.2;11.8;9.4;964.8;1015.0;1016.3;;;10.3;243;4.7;16.9;37.1;10.1;36.4;;;0.0;;275;;;;242;3;0.234;2025-09-11 10:00:00;2025;9;September
MAH;17.8;17.3;18.1;;;56.5;11.5;9.1;965.0;1015.3;1016.5;;;12.8;241;6.5;23.4;46.1;11.5;41.4;;;0.0;;278;;;;245;3;0.26;2025-09-11 11:00:00;2025;9;September
MAH;18.0;17.5;18.5;;;55.5;11.4;8.9;965.2;1015.4;1016.7;;;8.7;251;4.5;16.2;31.3;8.5;30.6;;;0.0;;273;;;;253;0;0.242;2025-09-11 12:00:00;2025;9;September
MAH;18.7;18.2;19.1;;;55.2;11.9;9.5;965.0;1015.1;1016.5;;;12.2;217;6.1;22.0;43.9;11.6;41.8;;;0.0;;277;;;;217;6;0.266;2025-09-11 13:00:00;2025;9;September
